Program,Gender,Academic Year,Inquiry Date,Admission Batch,Training Program Funding Source,Admission Date,Start Date,End Date,Admission Status,Lead Source,Coordinator,Grand Total,Lead Stage,Package Amount,Placement Information,Placement Salary Range,Placement Job Title,State,Placement Employer,Placement Remark,Uploaded Documents,Assigned Career center,Enrolled FY,Exited FY,Training Duration Days,Inquiry To Start Days,Completed,Placed
CompTIA-Security analyst,Male,2025,2025-11-03,November,WIOA - MA,2025-11-30,2025-12-15,2026-03-23,Training Completed,Phone call,ML,5294.83,Admitted,5294.83,Yes,"$50,000-$74,999",Software Developer,MA,Pioneer Digital,,Course Completion certificate,Medford Career Center,2025,2025,98,42,1,1
Data Analytics,Female,2023,2023-03-21,April,WIOA - VT,2023-04-14,2023-05-01,2023-10-16,Training Completed,Masshire Website,RJ,5466.25,Admitted,5466.25,,,,VT,,,Course Completion certificate,Burlington Career Center,2022,2023,168,41,1,0
Professional Skills for Digital Workspace,Male,2025,2025-09-13,September,WIOA - MA,2025-09-26,2025-10-06,2026-05-18,Training Completed,NJ Portal,CB,5776.56,Admitted,5776.56,Yes,"$100,000-$124,999",Technical Support Specialist,MA,Summit Cloud Services,,Course Completion certificate,Boston Career Center,2025,2025,224,23,1,1
OLD Student,Male,2020,2020-08-21,August,WIOA - PA,2020-08-28,2020-09-07,2021-01-25,Training Completed,Don't know,JW,6330.29,No Response,6330.29,Yes,"$50,000-$74,999",SQL Developer,PA,Pioneer Digital,,Course Completion certificate,Philadelphia Career Center,2020,2020,140,17,1,1
Full Stack PHP  Developer,Female,2021,2021-10-27,November,VSAC,2021-11-23,2021-12-06,2022-06-20,Training Completed,Phone call,TP,4556.74,New Inquiry,4556.74,,,,VT,,,Course Completion certificate,Rutland Career Center,2021,2021,196,40,1,0
AWS DevOps Admin with Certification,Female,2016,2016-10-13,November,WIOA - MD,2016-11-04,2016-11-07,2017-02-27,Training Completed,Masshire Website,CB,9142.84,Admitted,9142.84,Yes,"$75,000-$99,999",Software Developer,MD,Northstar Technology,,Course Completion certificate,Baltimore Career Center,2016,2016,112,25,1,1
Microsoft office with Website Design_USA,Male,2021,2021-03-20,April,VRRAP,2021-04-17,2021-05-03,2021-08-09,Training Completed,Masshire Website,JW,5280.32,Done with training,5280.32,No,,,DE,,,Course Completion certificate,Veteran Affairs,2020,2021,98,44,1,0
Salesforce Developer,Male,2022,2022-06-24,July,WIOA - MA,2022-07-09,2022-07-18,2022-12-05,Training Completed,Phone call,AD,6638.32,Admitted,6638.32,Yes,"$25,000-$49,999",QA Tester,MA,Harbor Systems,,Course Completion certificate,Worcester Career Center,2022,2022,140,24,1,1
CompTIA-Security analyst,Female,2017,2017-07-10,July,Section 30,2017-07-29,2017-08-07,2017-11-13,Training Completed,Masshire Website,CB,5294.83,Admitted,5294.83,Yes,"$50,000-$74,999",Cloud Support Specialist,MA,Northstar Technology,,Course Completion certificate,Medford Career Center,2017,2017,98,28,1,1
Salesforce Admin and Developer,Male,2026,2026-06-05,June,WIOA - MA,2026-06-12,2026-07-06,2026-09-28,In Training,Career Center Reference - Phone,AD,5622.38,Done with training,5622.38,Yes,"$75,000-$99,999",Technical Support Specialist,MA,Pioneer Digital,,Course Completion certificate,Worcester Career Center,2026,2026,84,31,0,1
CompTIA IT Support Specialist II,Male,2016,2016-07-20,August,WIOA - OH,2016-08-15,2016-09-05,2016-12-26,Training Completed,Masshire Website,AM,5159.91,Admitted,5159.91,Yes,"$75,000-$99,999",Software Developer,OH,Summit Cloud Services,,Course Completion certificate,Columbus Career Center,2016,2016,112,47,1,1
"Web, Mobile and Digital Marketing",Male,2019,2019-03-18,April,WIOA - PA,2019-04-07,2019-04-15,2019-07-08,Training Completed,Email,CB,5648.08,Admitted,5648.08,,,,PA,,,Course Completion certificate,Philadelphia Career Center,2018,2019,84,28,1,0
OLD 2022_Automation Testing with AWS DevOps,Female,2022,2022-09-24,October,VRRAP,2022-10-11,2022-10-17,2023-05-29,Training Completed,VRRAP,RJ,7025.29,Admitted,7025.29,Yes,"$75,000-$99,999",Cloud Support Specialist,MA,Northstar Technology,,Course Completion certificate,Veteran Affairs,2022,2022,224,23,1,1
Data Science with Programming Tools,Female,2021,2021-07-15,August,VSAC,2021-08-06,2021-08-16,2021-10-25,Training Completed,Don't know,JW,4823.81,Admitted,4823.81,No,,,VT,,,Course Completion certificate,Rutland Career Center,2021,2021,70,32,1,0
Microsoft office with Website Design_USA,Female,2018,2018-12-04,December,WIOA - MA,2018-12-14,2018-12-17,2019-03-25,Training Completed,Masshire Website,RJ,5280.32,Done with training,5280.32,Yes,"$125,000-$149,999",Cloud Support Specialist,MA,Blue River Solutions,,Course Completion certificate,Boston Career Center,2018,2018,98,13,1,1
AWS and Kubernetes with Certification course,Male,2026,2026-06-26,July,WIOA - NH,2026-07-03,2026-07-06,2026-09-28,Training Completed,Email,RJ,6082.28,Admitted,6082.28,Yes,"$75,000-$99,999",Business Analyst,NH,Evergreen Analytics,,Course Completion certificate,Manchester Career Center,2026,2026,84,10,1,1
Web Development with AWS DevOps,Male,2018,2018-06-01,June,WIOA - MD,2018-06-24,2018-07-02,2018-09-24,Dropped Out,Maine Joblink,ML,5924.41,Done with training,5924.41,,,,MD,,,Course Completion certificate,Baltimore Career Center,2018,2018,84,31,0,0
Salesforce Admin and Developer,Female,2022,2022-04-02,April,WIOA - MA,2022-04-16,2022-05-02,2022-07-25,Training Completed,Career Center Reference - Email,AM,5622.38,Admitted,5622.38,Yes,"$125,000-$149,999",SQL Developer,MA,Pioneer Digital,,Course Completion certificate,Boston Career Center,2021,2022,84,30,1,1
Automation Quality Assurance - 2,Male,2017,2017-09-04,September,WIOA - MA,2017-09-19,2017-10-02,2018-01-22,Training Completed,Career Center Reference - Email,AD,6373.12,Admitted,6373.12,,,,MA,,,Course Completion certificate,Boston Career Center,2017,2017,112,28,1,0
Intro to IT with Microsoft (with Laptop),Female,2017,2017-01-27,February,WIOA - VA,2017-02-15,2017-02-20,2017-05-15,Training Completed,Masshire Website,CB,5943.19,Admitted,5943.19,Yes,"$25,000-$49,999",Cloud Support Specialist,VA,Northstar Technology,,Course Completion certificate,Richmond Career Center,2016,2016,84,24,1,1
Data Science with Tableau,Male,2021,2021-06-09,July,WIOA - MA,2021-07-06,2021-07-19,2021-11-08,Training Completed,Phone call,ML,6340.49,Done with training,6340.49,No,,,MA,,,Course Completion certificate,Boston Career Center,2021,2021,112,40,1,0
Data Science with Programming Tools,Female,2024,2024-08-22,September,Section 30,2024-09-08,2024-09-16,2024-11-25,Training Completed,Masshire Website,ML,4823.81,Done with training,4823.81,Yes,"$25,000-$49,999",Business Analyst,MA,Summit Cloud Services,,Course Completion certificate,Medford Career Center,2024,2024,70,25,1,1
OLD Student,Male,2021,2021-11-17,December,WIOA - MA,2021-12-09,2021-12-20,2022-05-09,Training Completed,Masshire Website,CB,6330.29,Admitted,6330.29,,,,MA,,,Course Completion certificate,Medford Career Center,2021,2021,140,33,1,0
Advance Entrepreneur Kit (Excel as an Entrepreneur)/MS Office with Salesforce Admin,Male,2019,2019-06-23,July,WIOA - VA,2019-07-13,2019-08-05,2019-11-11,Training Completed,Don't know,JW,6870.77,Done with training,6870.77,Yes,"$50,000-$74,999",Cloud Support Specialist,VA,Evergreen Analytics,,Course Completion certificate,Richmond Career Center,2019,2019,98,43,1,1
Automation Quality Assurance - 2,Male,2016,2016-09-03,September,WIOA - ME,2016-09-30,2016-10-03,2017-01-23,Dropped Out,Masshire Website,ML,6373.12,Done with training,6373.12,Yes,"$100,000-$124,999",SQL Developer,ME,Northstar Technology,,Course Completion certificate,Portland Career Center,2016,2016,112,30,0,1
CompTIA-Network Specialist,Female,2026,2026-01-06,February,VRRAP,2026-02-01,2026-02-16,2026-06-08,Training Completed,VRRAP,ML,5184.99,Admitted,5184.99,Yes,"$75,000-$99,999",Business Analyst,GA,Pioneer Digital,,Course Completion certificate,Veteran Affairs,2025,2025,112,41,1,1
AWS Solution and DevOps,Female,2018,2018-08-25,September,VRRAP,2018-09-18,2018-10-15,2019-01-21,Training Completed,Maryland Joblink,AM,6336.24,Admitted,6336.24,,,,NC,,,Course Completion certificate,Veteran Affairs,2018,2018,98,51,1,0
AWS Solution and DevOps,Female,2022,2022-04-25,May,WIOA - FL,2022-05-23,2022-06-06,2022-09-12,Training Completed,Don't know,JW,6336.24,Admitted,6336.24,Yes,"$75,000-$99,999",Technical Support Specialist,FL,Evergreen Analytics,,Course Completion certificate,Miami Career Center,2021,2022,98,42,1,1
Data Analytics with QA Automation,Male,2016,2016-08-30,September,WIOA - NY,2016-09-14,2016-10-03,2017-02-20,Training Completed,Masshire Website,JW,4653.19,Admitted,4653.19,Yes,"$25,000-$49,999",Data Analyst,NY,Summit Cloud Services,,Course Completion certificate,Albany Career Center,2016,2016,140,34,1,1
AWS DevOps Admin with Certification,Female,2017,2017-06-27,July,WIOA - VT,2017-07-24,2017-08-21,2017-10-30,Training Completed,Masshire Website,TP,5593.41,Admitted,5593.41,Yes,"$25,000-$49,999",Software Developer,VT,Blue River Solutions,,Course Completion certificate,Rutland Career Center,2017,2017,70,55,1,1
Python with AI,Male,2018,2018-03-24,March,WIOA - MA,2018-03-31,2018-04-16,2018-07-09,Training Completed,Don't know,CB,6172.48,Done with training,6172.48,Yes,"$50,000-$74,999",QA Tester,MA,Blue River Solutions,,Course Schedule,Worcester Career Center,2017,2018,84,23,1,1
AI with Azure,Male,2017,2017-08-22,September,WIOA - MA,2017-09-19,2017-10-16,2018-04-02,Training Completed,Don't know,ML,6077.79,In Training,6077.79,No,,,MA,,,Course Completion certificate,Worcester Career Center,2017,2017,168,55,1,0
ADOBE Photoshop and Illustrator with Digital Marketing,Female,2021,2021-11-15,November,WIOA - NH,2021-11-24,2021-12-06,2022-03-28,Training Completed,Career Center Reference - Phone,AM,6249.79,Admitted,6249.79,Yes,"$25,000-$49,999",Data Analyst,NH,Pioneer Digital,,Course Completion certificate,Nashua Career Center,2021,2021,112,21,1,1
Digital Marketing with AI,Female,2020,2020-07-09,July,WIOA - ME,2020-07-25,2020-08-03,2020-09-28,Training Completed,USA Worksource MD,AD,5775.75,Admitted,5775.75,Yes,"$50,000-$74,999",Software Developer,ME,Harbor Systems,,Course Completion certificate,Augusta Career Center,2020,2020,56,25,1,1
Web development and Cloud computing with Azure,Female,2024,2024-08-10,August,WIOA - NY,2024-08-21,2024-09-02,2024-12-23,Training Completed,Website,RJ,7681.61,Admitted,7681.61,Yes,"$75,000-$99,999",Technical Support Specialist,NY,Blue River Solutions,,Course Completion certificate,Albany Career Center,2024,2024,112,23,1,1
Cybersecurity Essentials,Male,2017,2017-09-06,September,VRRAP,2017-09-29,2017-10-02,2018-03-19,Dropped Out,VRRAP,AM,6770.6,Admitted,6770.6,Yes,"$125,000-$149,999",SQL Developer,CT,Vertex Consulting,,Course Completion certificate,Veteran Affairs,2017,2017,168,26,0,1
Cloud Technologies,Male,2020,2020-11-11,November,WIOA - MA,2020-11-20,2020-12-07,2021-04-26,Training Completed,Masshire Website,JW,5763.1,Admitted,5763.1,No,,,MA,,,Course Completion certificate,Worcester Career Center,2020,2020,140,26,1,0
Big Data with Automation QA and Python,Female,2020,2020-11-01,November,WIOA - MA,2020-11-17,2020-12-07,2021-06-21,Training Completed,Masshire Website,RJ,7339.44,Admitted,7339.44,Yes,"$50,000-$74,999",Cloud Support Specialist,MA,Northstar Technology,,Course Completion certificate,Worcester Career Center,2020,2020,196,36,1,1
Data Scientist,Male,2018,2018-11-03,November,WIOA - ME,2018-11-14,2018-12-03,2019-05-20,Training Completed,Phone call,TP,6049.18,Admitted,6049.18,Yes,"$75,000-$99,999",SQL Developer,ME,Harbor Systems,,Course Completion certificate,Augusta Career Center,2018,2018,168,30,1,1
CompTIA-Cybersecurity Specialist,Female,2017,2017-06-23,July,VRRAP,2017-07-18,2017-08-07,2017-10-30,Training Completed,Career Center Reference - Email,CB,6644.76,Admitted,6644.76,Yes,"$50,000-$74,999",Software Developer,AZ,Vertex Consulting,,Completion Certificate,Veteran Affairs,2017,2017,84,45,1,1
Data Science with Tableau,Female,2016,2016-08-12,August,WIOA - NY,2016-08-30,2016-09-19,2017-01-09,Training Completed,NJ Portal,CB,6340.49,Admitted,6340.49,No,,,NY,,,Course Completion certificate,New York Career Center,2016,2016,112,38,1,0
Data Science and Analytical Tools,Male,2016,2016-09-11,October,VRRAP,2016-10-05,2016-10-17,2017-04-03,Training Completed,VRRAP,AD,5941.71,Did not join,5941.71,Yes,"$50,000-$74,999",Business Analyst,MA,Pioneer Digital,,Course Completion certificate,Veteran Affairs,2016,2016,168,36,1,1
BI Analytics,Male,2020,2020-07-15,August,WIOA - MD,2020-08-12,2020-08-17,2020-12-07,Training Completed,NSCITE,JW,6036.06,Admitted,6036.06,No,,,MD,,,Course Completion certificate,Maryland Career Center,2020,2020,112,33,1,0
AWS and Kubernetes with Certification course,Female,2017,2017-01-20,February,Section 30,2017-02-03,2017-02-06,2017-05-01,Training Completed,Masshire Website,AD,6082.28,Admitted,6082.28,Yes,"$100,000-$124,999",Software Developer,MA,Pioneer Digital,,cert 2,Worcester Career Center,2016,2016,84,17,1,1
MS Office with Salesforce Admin,Male,2020,2020-06-30,July,WIOA - PA,2020-07-08,2020-07-20,2020-09-14,Training Completed,Career Center Reference - Email,JW,4518.71,Admitted,4518.71,Yes,"$100,000-$124,999",Web Developer,PA,Evergreen Analytics,,Course Completion certificate,Pittsburgh Career Center,2020,2020,56,20,1,1
Data Analytics with Automation QA,Male,2021,2020-12-05,December,WIOA - MA,2020-12-22,2021-01-18,2021-04-12,Training Completed,Phone call,AD,5511.27,Training completed,5511.27,Yes,"$75,000-$99,999",Business Analyst,MA,Summit Cloud Services,,Course Completion certificate,Boston Career Center,2020,2020,84,44,1,1
CompTIA Skills Builder,Male,2021,2021-01-03,January,VRRAP,2021-01-21,2021-02-01,2021-09-13,Training Completed,VRRAP,CB,6048.52,Admitted,6048.52,Yes,"$50,000-$74,999",Web Developer,MA,Harbor Systems,,Course Completion certificate,Veteran Affairs,2020,2021,224,29,1,1
Cloud Technologies,Male,2018,2018-06-11,June,VRRAP,2018-06-23,2018-07-16,2018-12-03,Training Completed,Masshire Website,RJ,5763.1,Admitted,5763.1,No,,,FL,,,Course Completion certificate,Veteran Affairs,2018,2018,140,35,1,0
Data Analytics with Java Development,Female,2021,2021-07-19,August,VRRAP,2021-08-09,2021-08-16,2021-11-08,Training Completed,VRRAP,AM,5608.53,Admitted,5608.53,No,,,MA,,,Course Completion certificate,Veteran Affairs,2021,2021,84,28,1,0
ADOBE Photoshop and Illustrator with Digital Marketing,Female,2020,2020-06-21,July,Section 30,2020-07-08,2020-07-20,2020-11-09,Training Completed,USA Worksource MD,TP,6249.79,Admitted,6249.79,Yes,"$50,000-$74,999",SQL Developer,MA,Vertex Consulting,,Course Completion certificate,Medford Career Center,2020,2020,112,29,1,1
AWS Cloud Technologies,Male,2026,2026-07-06,July,WIOA - NY,2026-07-27,2026-08-17,2026-12-07,Training Completed,Phone call,JW,5933.47,No Response,5933.47,Yes,"$75,000-$99,999",SQL Developer,NY,Harbor Systems,,Course Completion certificate,Albany Career Center,2026,2026,112,42,1,1
Automation QA with Data Science,Male,2017,2016-12-18,January,Section 30,2017-01-01,2017-01-16,2017-08-28,Training Completed,NSCITE,ML,5147.99,Admitted,5147.99,Yes,"$125,000-$149,999",QA Tester,MA,Pioneer Digital,,Course Completion certificate,Boston Career Center,2016,2017,224,29,1,1
Python full stack web developer with Selenium,Female,2017,2017-01-18,February,WIOA - MA,2017-02-13,2017-03-06,2017-06-26,Training Completed,Masshire Website,AM,5992.06,Done with training,5992.06,Yes,"$50,000-$74,999",Technical Support Specialist,MA,Northstar Technology,,Course Completion certificate,Medford Career Center,2016,2016,112,47,1,1
CompTIA-Network Specialist,Female,2024,2024-11-03,November,VRRAP,2024-11-20,2024-12-02,2025-03-24,Training Completed,VRRAP,TP,5184.99,Done with training,5184.99,Yes,"$75,000-$99,999",Data Analyst,MA,Evergreen Analytics,,Course Completion certificate,Veteran Affairs,2024,2024,112,29,1,1
Advanced Data Analytics,Female,2019,2019-03-13,April,WIOA - NY,2019-04-04,2019-04-15,2019-08-05,Training Completed,Phone call,CB,5811.89,Admitted,5811.89,Yes,"$100,000-$124,999",SQL Developer,NY,Northstar Technology,,Course Completion certificate,New York Career Center,2018,2019,112,33,1,1
Data Analytics with Automation QA,Female,2018,2018-05-13,June,WIOA - MA,2018-06-05,2018-07-02,2018-09-24,Training Completed,Masshire Website,CB,5511.27,Training completed,5511.27,No,,,MA,,,Course Completion certificate,Worcester Career Center,2018,2018,84,50,1,0
Data Analytics,Female,2025,2025-05-07,May,VRRAP,2025-05-17,2025-06-02,2025-11-17,Training Completed,VRRAP,RJ,5466.25,Admitted,5466.25,No,,,MD,,,Course Completion certificate,Veteran Affairs,2024,2025,168,26,1,0
Advanced Data Analytics,Female,2021,2021-11-22,December,WIOA - FL,2021-12-02,2021-12-06,2022-03-28,Training Completed,Masshire Website,ML,5811.89,Done with training,5811.89,Yes,"$25,000-$49,999",Data Analyst,FL,Harbor Systems,,Course Completion certificate,Orlando Career Center,2021,2021,112,14,1,1
MS Office with Salesforce Admin,Female,2022,2022-09-25,October,Section 30,2022-10-16,2022-11-07,2023-01-02,Dropped Out,Don't know,RJ,4518.71,Admitted,4518.71,Yes,"$50,000-$74,999",QA Tester,MA,Northstar Technology,,Course Completion certificate,Boston Career Center,2022,2022,56,43,0,1
Web development and Cloud computing with Azure,Male,2016,2016-08-02,August,WIOA - NY,2016-08-29,2016-09-19,2017-01-09,Training Completed,Masshire Website,CB,7681.61,Admitted,7681.61,Yes,"$25,000-$49,999",Technical Support Specialist,NY,Northstar Technology,,Course Completion certificate,Albany Career Center,2016,2016,112,48,1,1
Cloud Programming with Python,Male,2019,2019-02-21,March,WIOA - NY,2019-03-10,2019-04-01,2019-10-14,Training Completed,Masshire Website,TP,5513.76,Admitted,5513.76,,,,NY,,,Course Completion certificate,New York Career Center,2018,2019,196,39,1,0
ADOBE Photoshop and Illustrator with Digital Marketing,Female,2019,2019-02-16,March,WIOA - VA,2019-03-14,2019-04-01,2019-07-22,Training Completed,Masshire Website,TP,6249.79,Admitted,6249.79,Yes,"$25,000-$49,999",SQL Developer,VA,Evergreen Analytics,,Course Completion certificate,Norfolk Career Center,2018,2019,112,44,1,1
CompTIA-Cybersecurity Specialist,Female,2024,2024-03-13,April,VRRAP,2024-04-10,2024-04-15,2024-07-08,Training Completed,VRRAP,ML,6644.76,Admitted,6644.76,Yes,"$125,000-$149,999",Web Developer,MA,Summit Cloud Services,,Course Completion certificate,Veteran Affairs,2023,2024,84,33,1,1
Intro to IT with Microsoft,Female,2020,2020-05-27,June,VRRAP,2020-06-15,2020-07-06,2020-09-28,Training Completed,Masshire Website,AD,6798.58,Admitted,6798.58,Yes,"$125,000-$149,999",Web Developer,MT,Blue River Solutions,,Course Completion certificate,Veteran Affairs,2020,2020,84,40,1,1
ADOBE Photoshop and Illustrator with Digital Marketing,Male,2022,2022-05-06,May,WIOA - MA,2022-05-18,2022-06-06,2022-09-26,Training Completed,Phone call,AD,6249.79,Admitted,6249.79,Yes,"$75,000-$99,999",Cloud Support Specialist,MA,Summit Cloud Services,,Course Completion certificate,Worcester Career Center,2021,2022,112,31,1,1
